ID,DATASET,FOLD,PREPROC,ALGORITHM,MODE,ORDER,ALPHA,PRE,REC,SPE,F1,GEO,IBA
wine__delaunay_PCA_radius_ratio_4_GNB,wine,0,_delaunay_radius_ratio_4,GNB,PCA,radius_ratio,4,0.25,0.30,0.80,0.27,0.34,0.26
wine__delaunay_PCA_radius_ratio_4_LRG,wine,0,_delaunay_radius_ratio_4,LRG,PCA,radius_ratio,4,0.06,0.05,0.80,0.06,0.10,0.03
wine__delaunay_PCA_radius_ratio_4_ABC,wine,0,_delaunay_radius_ratio_4,ABC,PCA,radius_ratio,4,0.30,0.27,0.80,0.29,0.33,0.25
wine__delaunay_PCA_radius_ratio_4_MLP,wine,0,_delaunay_radius_ratio_4,MLP,PCA,radius_ratio,4,0.23,0.27,0.77,0.24,0.33,0.20
wine__delaunay_PCA_radius_ratio_4_QDA,wine,0,_delaunay_radius_ratio_4,QDA,PCA,radius_ratio,4,0.31,0.30,0.82,0.30,0.35,0.28
wine__delaunay_PCA_radius_ratio_4_SVM,wine,0,_delaunay_radius_ratio_4,SVM,PCA,radius_ratio,4,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_radius_ratio_4_SGD,wine,0,_delaunay_radius_ratio_4,SGD,PCA,radius_ratio,4,0.10,0.11,0.76,0.10,0.13,0.04
wine__delaunay_PCA_radius_ratio_9_RF,wine,0,_delaunay_radius_ratio_9,RF,PCA,radius_ratio,9,0.27,0.24,0.80,0.26,0.26,0.24
wine__delaunay_PCA_radius_ratio_9_KNN,wine,0,_delaunay_radius_ratio_9,KNN,PCA,radius_ratio,9,0.21,0.24,0.76,0.23,0.30,0.20
wine__delaunay_PCA_radius_ratio_9_DTREE,wine,0,_delaunay_radius_ratio_9,DTREE,PCA,radius_ratio,9,0.31,0.30,0.79,0.30,0.36,0.26
wine__delaunay_PCA_radius_ratio_9_GNB,wine,0,_delaunay_radius_ratio_9,GNB,PCA,radius_ratio,9,0.25,0.30,0.80,0.27,0.34,0.26
wine__delaunay_PCA_radius_ratio_9_LRG,wine,0,_delaunay_radius_ratio_9,LRG,PCA,radius_ratio,9,0.06,0.05,0.80,0.06,0.10,0.03
wine__delaunay_PCA_radius_ratio_9_ABC,wine,0,_delaunay_radius_ratio_9,ABC,PCA,radius_ratio,9,0.31,0.19,0.83,0.24,0.29,0.17
wine__delaunay_PCA_radius_ratio_9_MLP,wine,0,_delaunay_radius_ratio_9,MLP,PCA,radius_ratio,9,0.21,0.27,0.75,0.23,0.32,0.18
wine__delaunay_PCA_radius_ratio_9_QDA,wine,0,_delaunay_radius_ratio_9,QDA,PCA,radius_ratio,9,0.28,0.30,0.81,0.29,0.34,0.28
wine__delaunay_PCA_radius_ratio_9_SVM,wine,0,_delaunay_radius_ratio_9,SVM,PCA,radius_ratio,9,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_radius_ratio_9_SGD,wine,0,_delaunay_radius_ratio_9,SGD,PCA,radius_ratio,9,0.14,0.32,0.59,0.20,0.00,0.00
wine__delaunay_PCA_aspect_ratio_1_RF,wine,0,_delaunay_aspect_ratio_1,RF,PCA,aspect_ratio,1,0.25,0.27,0.77,0.26,0.27,0.26
wine__delaunay_PCA_aspect_ratio_1_KNN,wine,0,_delaunay_aspect_ratio_1,KNN,PCA,aspect_ratio,1,0.21,0.24,0.74,0.23,0.29,0.20
wine__delaunay_PCA_aspect_ratio_1_DTREE,wine,0,_delaunay_aspect_ratio_1,DTREE,PCA,aspect_ratio,1,0.35,0.35,0.79,0.35,0.40,0.29
wine__delaunay_PCA_aspect_ratio_1_GNB,wine,0,_delaunay_aspect_ratio_1,GNB,PCA,aspect_ratio,1,0.25,0.30,0.80,0.27,0.34,0.26
wine__delaunay_PCA_aspect_ratio_1_LRG,wine,0,_delaunay_aspect_ratio_1,LRG,PCA,aspect_ratio,1,0.06,0.05,0.80,0.06,0.10,0.03
wine__delaunay_PCA_aspect_ratio_1_ABC,wine,0,_delaunay_aspect_ratio_1,ABC,PCA,aspect_ratio,1,0.34,0.24,0.83,0.28,0.34,0.21
wine__delaunay_PCA_aspect_ratio_1_MLP,wine,0,_delaunay_aspect_ratio_1,MLP,PCA,aspect_ratio,1,0.21,0.27,0.75,0.23,0.32,0.18
wine__delaunay_PCA_aspect_ratio_1_QDA,wine,0,_delaunay_aspect_ratio_1,QDA,PCA,aspect_ratio,1,0.28,0.30,0.81,0.29,0.34,0.28
wine__delaunay_PCA_aspect_ratio_1_SVM,wine,0,_delaunay_aspect_ratio_1,SVM,PCA,aspect_ratio,1,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_aspect_ratio_1_SGD,wine,0,_delaunay_aspect_ratio_1,SGD,PCA,aspect_ratio,1,0.10,0.11,0.76,0.10,0.13,0.04
wine__delaunay_PCA_aspect_ratio_4_RF,wine,0,_delaunay_aspect_ratio_4,RF,PCA,aspect_ratio,4,0.25,0.27,0.77,0.26,0.27,0.26
wine__delaunay_PCA_aspect_ratio_4_KNN,wine,0,_delaunay_aspect_ratio_4,KNN,PCA,aspect_ratio,4,0.21,0.24,0.76,0.23,0.30,0.20
wine__delaunay_PCA_aspect_ratio_4_DTREE,wine,0,_delaunay_aspect_ratio_4,DTREE,PCA,aspect_ratio,4,0.35,0.35,0.79,0.35,0.40,0.29
wine__delaunay_PCA_aspect_ratio_4_GNB,wine,0,_delaunay_aspect_ratio_4,GNB,PCA,aspect_ratio,4,0.23,0.30,0.79,0.26,0.33,0.25
wine__delaunay_PCA_aspect_ratio_4_LRG,wine,0,_delaunay_aspect_ratio_4,LRG,PCA,aspect_ratio,4,0.06,0.05,0.80,0.06,0.10,0.03
wine__delaunay_PCA_aspect_ratio_4_ABC,wine,0,_delaunay_aspect_ratio_4,ABC,PCA,aspect_ratio,4,0.34,0.19,0.83,0.24,0.30,0.16
wine__delaunay_PCA_aspect_ratio_4_MLP,wine,0,_delaunay_aspect_ratio_4,MLP,PCA,aspect_ratio,4,0.23,0.27,0.77,0.24,0.33,0.20
wine__delaunay_PCA_aspect_ratio_4_QDA,wine,0,_delaunay_aspect_ratio_4,QDA,PCA,aspect_ratio,4,0.28,0.30,0.81,0.29,0.34,0.28
wine__delaunay_PCA_aspect_ratio_4_SVM,wine,0,_delaunay_aspect_ratio_4,SVM,PCA,aspect_ratio,4,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_aspect_ratio_4_SGD,wine,0,_delaunay_aspect_ratio_4,SGD,PCA,aspect_ratio,4,0.08,0.08,0.78,0.08,0.12,0.04
wine__delaunay_PCA_aspect_ratio_9_RF,wine,0,_delaunay_aspect_ratio_9,RF,PCA,aspect_ratio,9,0.25,0.27,0.77,0.26,0.27,0.26
wine__delaunay_PCA_aspect_ratio_9_KNN,wine,0,_delaunay_aspect_ratio_9,KNN,PCA,aspect_ratio,9,0.21,0.24,0.76,0.23,0.30,0.20
wine__delaunay_PCA_aspect_ratio_9_DTREE,wine,0,_delaunay_aspect_ratio_9,DTREE,PCA,aspect_ratio,9,0.24,0.30,0.77,0.27,0.33,0.26
wine__delaunay_PCA_aspect_ratio_9_GNB,wine,0,_delaunay_aspect_ratio_9,GNB,PCA,aspect_ratio,9,0.25,0.30,0.80,0.27,0.34,0.26
wine__delaunay_PCA_aspect_ratio_9_LRG,wine,0,_delaunay_aspect_ratio_9,LRG,PCA,aspect_ratio,9,0.06,0.05,0.80,0.06,0.10,0.03
wine__delaunay_PCA_aspect_ratio_9_ABC,wine,0,_delaunay_aspect_ratio_9,ABC,PCA,aspect_ratio,9,0.28,0.27,0.79,0.27,0.33,0.25
wine__delaunay_PCA_aspect_ratio_9_MLP,wine,0,_delaunay_aspect_ratio_9,MLP,PCA,aspect_ratio,9,0.21,0.27,0.75,0.23,0.32,0.18
wine__delaunay_PCA_aspect_ratio_9_QDA,wine,0,_delaunay_aspect_ratio_9,QDA,PCA,aspect_ratio,9,0.28,0.30,0.81,0.29,0.34,0.28
wine__delaunay_PCA_aspect_ratio_9_SVM,wine,0,_delaunay_aspect_ratio_9,SVM,PCA,aspect_ratio,9,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_aspect_ratio_9_SGD,wine,0,_delaunay_aspect_ratio_9,SGD,PCA,aspect_ratio,9,0.14,0.32,0.59,0.20,0.00,0.00
wine__delaunay_PCA_max_solid_angle_1_RF,wine,0,_delaunay_max_solid_angle_1,RF,PCA,max_solid_angle,1,0.25,0.27,0.79,0.26,0.27,0.26
wine__delaunay_PCA_max_solid_angle_1_KNN,wine,0,_delaunay_max_solid_angle_1,KNN,PCA,max_solid_angle,1,0.23,0.27,0.75,0.25,0.32,0.20
wine__delaunay_PCA_max_solid_angle_1_DTREE,wine,0,_delaunay_max_solid_angle_1,DTREE,PCA,max_solid_angle,1,0.30,0.32,0.77,0.31,0.37,0.29
wine__delaunay_PCA_max_solid_angle_1_GNB,wine,0,_delaunay_max_solid_angle_1,GNB,PCA,max_solid_angle,1,0.28,0.32,0.80,0.30,0.37,0.27
wine__delaunay_PCA_max_solid_angle_1_LRG,wine,0,_delaunay_max_solid_angle_1,LRG,PCA,max_solid_angle,1,0.06,0.05,0.80,0.06,0.10,0.03
wine__delaunay_PCA_max_solid_angle_1_ABC,wine,0,_delaunay_max_solid_angle_1,ABC,PCA,max_solid_angle,1,0.33,0.32,0.78,0.33,0.37,0.29
wine__delaunay_PCA_max_solid_angle_1_MLP,wine,0,_delaunay_max_solid_angle_1,MLP,PCA,max_solid_angle,1,0.21,0.27,0.75,0.23,0.32,0.18
wine__delaunay_PCA_max_solid_angle_1_QDA,wine,0,_delaunay_max_solid_angle_1,QDA,PCA,max_solid_angle,1,0.28,0.30,0.81,0.29,0.34,0.28
wine__delaunay_PCA_max_solid_angle_1_SVM,wine,0,_delaunay_max_solid_angle_1,SVM,PCA,max_solid_angle,1,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_max_solid_angle_1_SGD,wine,0,_delaunay_max_solid_angle_1,SGD,PCA,max_solid_angle,1,0.14,0.32,0.59,0.20,0.00,0.00
wine__delaunay_PCA_max_solid_angle_4_RF,wine,0,_delaunay_max_solid_angle_4,RF,PCA,max_solid_angle,4,0.30,0.30,0.80,0.30,0.34,0.28
wine__delaunay_PCA_max_solid_angle_4_KNN,wine,0,_delaunay_max_solid_angle_4,KNN,PCA,max_solid_angle,4,0.25,0.30,0.76,0.27,0.34,0.23
wine__delaunay_PCA_max_solid_angle_4_DTREE,wine,0,_delaunay_max_solid_angle_4,DTREE,PCA,max_solid_angle,4,0.33,0.32,0.79,0.33,0.38,0.27
wine__delaunay_PCA_max_solid_angle_4_GNB,wine,0,_delaunay_max_solid_angle_4,GNB,PCA,max_solid_angle,4,0.28,0.32,0.80,0.30,0.37,0.27
wine__delaunay_PCA_max_solid_angle_4_LRG,wine,0,_delaunay_max_solid_angle_4,LRG,PCA,max_solid_angle,4,0.06,0.05,0.80,0.06,0.10,0.03
wine__delaunay_PCA_max_solid_angle_4_ABC,wine,0,_delaunay_max_solid_angle_4,ABC,PCA,max_solid_angle,4,0.23,0.30,0.79,0.26,0.33,0.25
wine__delaunay_PCA_max_solid_angle_4_MLP,wine,0,_delaunay_max_solid_angle_4,MLP,PCA,max_solid_angle,4,0.21,0.27,0.75,0.23,0.32,0.18
wine__delaunay_PCA_max_solid_angle_4_QDA,wine,0,_delaunay_max_solid_angle_4,QDA,PCA,max_solid_angle,4,0.28,0.30,0.81,0.29,0.34,0.28
wine__delaunay_PCA_max_solid_angle_4_SVM,wine,0,_delaunay_max_solid_angle_4,SVM,PCA,max_solid_angle,4,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_max_solid_angle_4_SGD,wine,0,_delaunay_max_solid_angle_4,SGD,PCA,max_solid_angle,4,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_max_solid_angle_9_RF,wine,0,_delaunay_max_solid_angle_9,RF,PCA,max_solid_angle,9,0.30,0.30,0.80,0.30,0.34,0.28
wine__delaunay_PCA_max_solid_angle_9_KNN,wine,0,_delaunay_max_solid_angle_9,KNN,PCA,max_solid_angle,9,0.22,0.27,0.76,0.24,0.31,0.22
wine__delaunay_PCA_max_solid_angle_9_DTREE,wine,0,_delaunay_max_solid_angle_9,DTREE,PCA,max_solid_angle,9,0.31,0.35,0.76,0.33,0.38,0.29
wine__delaunay_PCA_max_solid_angle_9_GNB,wine,0,_delaunay_max_solid_angle_9,GNB,PCA,max_solid_angle,9,0.27,0.30,0.81,0.28,0.34,0.27
wine__delaunay_PCA_max_solid_angle_9_LRG,wine,0,_delaunay_max_solid_angle_9,LRG,PCA,max_solid_angle,9,0.06,0.05,0.80,0.06,0.10,0.03
wine__delaunay_PCA_max_solid_angle_9_ABC,wine,0,_delaunay_max_solid_angle_9,ABC,PCA,max_solid_angle,9,0.36,0.30,0.82,0.33,0.38,0.25
wine__delaunay_PCA_max_solid_angle_9_MLP,wine,0,_delaunay_max_solid_angle_9,MLP,PCA,max_solid_angle,9,0.22,0.27,0.76,0.24,0.32,0.19
wine__delaunay_PCA_max_solid_angle_9_QDA,wine,0,_delaunay_max_solid_angle_9,QDA,PCA,max_solid_angle,9,0.28,0.30,0.81,0.29,0.34,0.28
wine__delaunay_PCA_max_solid_angle_9_SVM,wine,0,_delaunay_max_solid_angle_9,SVM,PCA,max_solid_angle,9,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_max_solid_angle_9_SGD,wine,0,_delaunay_max_solid_angle_9,SGD,PCA,max_solid_angle,9,0.11,0.14,0.74,0.12,0.14,0.05
wine__delaunay_PCA_min_solid_angle_1_RF,wine,0,_delaunay_min_solid_angle_1,RF,PCA,min_solid_angle,1,0.30,0.30,0.80,0.30,0.34,0.28
wine__delaunay_PCA_min_solid_angle_1_KNN,wine,0,_delaunay_min_solid_angle_1,KNN,PCA,min_solid_angle,1,0.21,0.24,0.74,0.23,0.29,0.20
wine__delaunay_PCA_min_solid_angle_1_DTREE,wine,0,_delaunay_min_solid_angle_1,DTREE,PCA,min_solid_angle,1,0.30,0.32,0.79,0.31,0.38,0.26
wine__delaunay_PCA_min_solid_angle_1_GNB,wine,0,_delaunay_min_solid_angle_1,GNB,PCA,min_solid_angle,1,0.27,0.32,0.79,0.29,0.36,0.26
wine__delaunay_PCA_min_solid_angle_1_LRG,wine,0,_delaunay_min_solid_angle_1,LRG,PCA,min_solid_angle,1,0.06,0.05,0.80,0.06,0.10,0.03
wine__delaunay_PCA_min_solid_angle_1_ABC,wine,0,_delaunay_min_solid_angle_1,ABC,PCA,min_solid_angle,1,0.27,0.30,0.77,0.28,0.35,0.24
wine__delaunay_PCA_min_solid_angle_1_MLP,wine,0,_delaunay_min_solid_angle_1,MLP,PCA,min_solid_angle,1,0.23,0.27,0.77,0.24,0.33,0.20
wine__delaunay_PCA_min_solid_angle_1_QDA,wine,0,_delaunay_min_solid_angle_1,QDA,PCA,min_solid_angle,1,0.28,0.30,0.81,0.29,0.34,0.28
wine__delaunay_PCA_min_solid_angle_1_SVM,wine,0,_delaunay_min_solid_angle_1,SVM,PCA,min_solid_angle,1,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_min_solid_angle_1_SGD,wine,0,_delaunay_min_solid_angle_1,SGD,PCA,min_solid_angle,1,0.14,0.32,0.59,0.20,0.00,0.00
wine__delaunay_PCA_min_solid_angle_4_RF,wine,0,_delaunay_min_solid_angle_4,RF,PCA,min_solid_angle,4,0.25,0.27,0.79,0.26,0.27,0.26
wine__delaunay_PCA_min_solid_angle_4_KNN,wine,0,_delaunay_min_solid_angle_4,KNN,PCA,min_solid_angle,4,0.23,0.27,0.75,0.25,0.32,0.20
wine__delaunay_PCA_min_solid_angle_4_DTREE,wine,0,_delaunay_min_solid_angle_4,DTREE,PCA,min_solid_angle,4,0.33,0.35,0.77,0.34,0.39,0.30
wine__delaunay_PCA_min_solid_angle_4_GNB,wine,0,_delaunay_min_solid_angle_4,GNB,PCA,min_solid_angle,4,0.27,0.32,0.79,0.29,0.36,0.26
wine__delaunay_PCA_min_solid_angle_4_LRG,wine,0,_delaunay_min_solid_angle_4,LRG,PCA,min_solid_angle,4,0.06,0.05,0.80,0.06,0.10,0.03
wine__delaunay_PCA_min_solid_angle_4_ABC,wine,0,_delaunay_min_solid_angle_4,ABC,PCA,min_solid_angle,4,0.30,0.30,0.80,0.30,0.34,0.28
wine__delaunay_PCA_min_solid_angle_4_MLP,wine,0,_delaunay_min_solid_angle_4,MLP,PCA,min_solid_angle,4,0.22,0.27,0.76,0.24,0.32,0.19
wine__delaunay_PCA_min_solid_angle_4_QDA,wine,0,_delaunay_min_solid_angle_4,QDA,PCA,min_solid_angle,4,0.28,0.30,0.81,0.29,0.34,0.28
wine__delaunay_PCA_min_solid_angle_4_SVM,wine,0,_delaunay_min_solid_angle_4,SVM,PCA,min_solid_angle,4,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_min_solid_angle_4_SGD,wine,0,_delaunay_min_solid_angle_4,SGD,PCA,min_solid_angle,4,0.10,0.11,0.76,0.10,0.13,0.04
wine__delaunay_PCA_min_solid_angle_9_RF,wine,0,_delaunay_min_solid_angle_9,RF,PCA,min_solid_angle,9,0.25,0.27,0.79,0.26,0.27,0.26
wine__delaunay_PCA_min_solid_angle_9_KNN,wine,0,_delaunay_min_solid_angle_9,KNN,PCA,min_solid_angle,9,0.20,0.24,0.75,0.22,0.29,0.19
wine__delaunay_PCA_min_solid_angle_9_DTREE,wine,0,_delaunay_min_solid_angle_9,DTREE,PCA,min_solid_angle,9,0.28,0.30,0.79,0.29,0.34,0.27
wine__delaunay_PCA_min_solid_angle_9_GNB,wine,0,_delaunay_min_solid_angle_9,GNB,PCA,min_solid_angle,9,0.28,0.32,0.80,0.30,0.37,0.27
wine__delaunay_PCA_min_solid_angle_9_LRG,wine,0,_delaunay_min_solid_angle_9,LRG,PCA,min_solid_angle,9,0.06,0.05,0.80,0.06,0.10,0.03
wine__delaunay_PCA_min_solid_angle_9_ABC,wine,0,_delaunay_min_solid_angle_9,ABC,PCA,min_solid_angle,9,0.31,0.22,0.82,0.25,0.32,0.18
wine__delaunay_PCA_min_solid_angle_9_MLP,wine,0,_delaunay_min_solid_angle_9,MLP,PCA,min_solid_angle,9,0.21,0.27,0.75,0.23,0.32,0.18
wine__delaunay_PCA_min_solid_angle_9_QDA,wine,0,_delaunay_min_solid_angle_9,QDA,PCA,min_solid_angle,9,0.28,0.30,0.81,0.29,0.34,0.28
wine__delaunay_PCA_min_solid_angle_9_SVM,wine,0,_delaunay_min_solid_angle_9,SVM,PCA,min_solid_angle,9,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_min_solid_angle_9_SGD,wine,0,_delaunay_min_solid_angle_9,SGD,PCA,min_solid_angle,9,0.07,0.27,0.73,0.12,0.00,0.00
wine__delaunay_PCA_solid_angle_1_RF,wine,0,_delaunay_solid_angle_1,RF,PCA,solid_angle,1,0.25,0.27,0.77,0.26,0.27,0.26
wine__delaunay_PCA_solid_angle_1_KNN,wine,0,_delaunay_solid_angle_1,KNN,PCA,solid_angle,1,0.21,0.24,0.76,0.23,0.30,0.20
wine__delaunay_PCA_solid_angle_1_DTREE,wine,0,_delaunay_solid_angle_1,DTREE,PCA,solid_angle,1,0.31,0.30,0.79,0.30,0.36,0.26
wine__delaunay_PCA_solid_angle_1_GNB,wine,0,_delaunay_solid_angle_1,GNB,PCA,solid_angle,1,0.27,0.32,0.79,0.29,0.36,0.26
wine__delaunay_PCA_solid_angle_1_LRG,wine,0,_delaunay_solid_angle_1,LRG,PCA,solid_angle,1,0.06,0.05,0.80,0.06,0.10,0.03
wine__delaunay_PCA_solid_angle_1_ABC,wine,0,_delaunay_solid_angle_1,ABC,PCA,solid_angle,1,0.30,0.27,0.80,0.29,0.33,0.25
wine__delaunay_PCA_solid_angle_1_MLP,wine,0,_delaunay_solid_angle_1,MLP,PCA,solid_angle,1,0.21,0.27,0.75,0.23,0.32,0.18
wine__delaunay_PCA_solid_angle_1_QDA,wine,0,_delaunay_solid_angle_1,QDA,PCA,solid_angle,1,0.28,0.30,0.81,0.29,0.34,0.28
wine__delaunay_PCA_solid_angle_1_SVM,wine,0,_delaunay_solid_angle_1,SVM,PCA,solid_angle,1,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_solid_angle_1_SGD,wine,0,_delaunay_solid_angle_1,SGD,PCA,solid_angle,1,0.18,0.32,0.67,0.21,0.29,0.15
wine__delaunay_PCA_solid_angle_4_RF,wine,0,_delaunay_solid_angle_4,RF,PCA,solid_angle,4,0.30,0.30,0.80,0.30,0.34,0.28
wine__delaunay_PCA_solid_angle_4_KNN,wine,0,_delaunay_solid_angle_4,KNN,PCA,solid_angle,4,0.21,0.27,0.75,0.23,0.31,0.21
wine__delaunay_PCA_solid_angle_4_DTREE,wine,0,_delaunay_solid_angle_4,DTREE,PCA,solid_angle,4,0.30,0.32,0.77,0.31,0.37,0.29
wine__delaunay_PCA_solid_angle_4_GNB,wine,0,_delaunay_solid_angle_4,GNB,PCA,solid_angle,4,0.25,0.30,0.80,0.27,0.34,0.26
wine__delaunay_PCA_solid_angle_4_LRG,wine,0,_delaunay_solid_angle_4,LRG,PCA,solid_angle,4,0.06,0.05,0.80,0.06,0.10,0.03
wine__delaunay_PCA_solid_angle_4_ABC,wine,0,_delaunay_solid_angle_4,ABC,PCA,solid_angle,4,0.29,0.30,0.82,0.29,0.35,0.28
wine__delaunay_PCA_solid_angle_4_MLP,wine,0,_delaunay_solid_angle_4,MLP,PCA,solid_angle,4,0.22,0.27,0.76,0.24,0.32,0.19
wine__delaunay_PCA_solid_angle_4_QDA,wine,0,_delaunay_solid_angle_4,QDA,PCA,solid_angle,4,0.28,0.30,0.81,0.29,0.34,0.28
wine__delaunay_PCA_solid_angle_4_SVM,wine,0,_delaunay_solid_angle_4,SVM,PCA,solid_angle,4,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_solid_angle_4_SGD,wine,0,_delaunay_solid_angle_4,SGD,PCA,solid_angle,4,0.20,0.24,0.75,0.21,0.30,0.16
wine__delaunay_PCA_solid_angle_9_RF,wine,0,_delaunay_solid_angle_9,RF,PCA,solid_angle,9,0.25,0.27,0.79,0.26,0.27,0.26
wine__delaunay_PCA_solid_angle_9_KNN,wine,0,_delaunay_solid_angle_9,KNN,PCA,solid_angle,9,0.23,0.27,0.75,0.25,0.32,0.20
wine__delaunay_PCA_solid_angle_9_DTREE,wine,0,_delaunay_solid_angle_9,DTREE,PCA,solid_angle,9,0.33,0.35,0.77,0.34,0.39,0.30
wine__delaunay_PCA_solid_angle_9_GNB,wine,0,_delaunay_solid_angle_9,GNB,PCA,solid_angle,9,0.28,0.32,0.80,0.30,0.37,0.27
wine__delaunay_PCA_solid_angle_9_LRG,wine,0,_delaunay_solid_angle_9,LRG,PCA,solid_angle,9,0.06,0.05,0.80,0.06,0.10,0.03
wine__delaunay_PCA_solid_angle_9_ABC,wine,0,_delaunay_solid_angle_9,ABC,PCA,solid_angle,9,0.30,0.30,0.77,0.30,0.35,0.26
wine__delaunay_PCA_solid_angle_9_MLP,wine,0,_delaunay_solid_angle_9,MLP,PCA,solid_angle,9,0.23,0.27,0.77,0.24,0.33,0.20
wine__delaunay_PCA_solid_angle_9_QDA,wine,0,_delaunay_solid_angle_9,QDA,PCA,solid_angle,9,0.28,0.30,0.81,0.29,0.34,0.28
wine__delaunay_PCA_solid_angle_9_SVM,wine,0,_delaunay_solid_angle_9,SVM,PCA,solid_angle,9,0.00,0.00,1.00,0.00,0.00,0.00
wine__delaunay_PCA_solid_angle_9_SGD,wine,0,_delaunay_solid_angle_9,SGD,PCA,solid_angle,9,0.00,0.00,1.00,0.00,0.00,0.00
wine__train_RF,wine,1,_train,RF,PCA,NONE,NONE,0.31,0.31,0.79,0.31,0.35,0.29
wine__train_KNN,wine,1,_train,KNN,PCA,NONE,NONE,0.25,0.25,0.77,0.25,0.31,0.21
wine__train_DTREE,wine,1,_train,DTREE,PCA,NONE,NONE,0.28,0.28,0.79,0.28,0.28,0.28
wine__train_GNB,wine,1,_train,GNB,PCA,NONE,NONE,0.31,0.28,0.79,0.29,0.33,0.26
wine__train_LRG,wine,1,_train,LRG,PCA,NONE,NONE,0.00,0.00,0.91,0.00,0.00,0.00
wine__train_ABC,wine,1,_train,ABC,PCA,NONE,NONE,0.28,0.28,0.82,0.28,0.28,0.28
wine__train_MLP,wine,1,_train,MLP,PCA,NONE,NONE,0.33,0.14,0.77,0.18,0.25,0.10
wine__train_QDA,wine,1,_train,QDA,PCA,NONE,NONE,0.28,0.25,0.81,0.26,0.26,0.25
wine__train_SVM,wine,1,_train,SVM,PCA,NONE,NONE,0.00,0.00,1.00,0.00,0.00,0.00
wine__train_SGD,wine,1,_train,SGD,PCA,NONE,NONE,0.13,0.31,0.61,0.18,0.00,0.00
wine__SMOTE_RF,wine,1,_SMOTE,RF,PCA,NONE,NONE,0.31,0.31,0.79,0.31,0.35,0.29
wine__SMOTE_KNN,wine,1,_SMOTE,KNN,PCA,NONE,NONE,0.28,0.28,0.77,0.28,0.34,0.23
wine__SMOTE_DTREE,wine,1,_SMOTE,DTREE,PCA,NONE,NONE,0.28,0.28,0.79,0.28,0.28,0.28
wine__SMOTE_GNB,wine,1,_SMOTE,GNB,PCA,NONE,NONE,0.31,0.28,0.79,0.29,0.33,0.26
wine__SMOTE_LRG,wine,1,_SMOTE,LRG,PCA,NONE,NONE,0.05,0.06,0.77,0.05,0.09,0.02
wine__SMOTE_ABC,wine,1,_SMOTE,ABC,PCA,NONE,NONE,0.28,0.28,0.82,0.28,0.28,0.28
wine__SMOTE_MLP,wine,1,_SMOTE,MLP,PCA,NONE,NONE,0.24,0.19,0.75,0.21,0.27,0.16
wine__SMOTE_QDA,wine,1,_SMOTE,QDA,PCA,NONE,NONE,0.28,0.25,0.81,0.26,0.26,0.25
wine__SMOTE_SVM,wine,1,_SMOTE,SVM,PCA,NONE,NONE,0.00,0.00,1.00,0.00,0.00,0.00
wine__SMOTE_SGD,wine,1,_SMOTE,SGD,PCA,NONE,NONE,0.00,0.00,1.00,0.00,0.00,0.00
wine__Borderline1_RF,wine,1,_Borderline1,RF,PCA,NONE,NONE,0.31,0.31,0.79,0.31,0.35,0.29
wine__Borderline1_KNN,wine,1,_Borderline1,KNN,PCA,NONE,NONE,0.27,0.31,0.77,0.28,0.35,0.25
wine__Borderline1_DTREE,wine,1,_Borderline1,DTREE,PCA,NONE,NONE,0.25,0.28,0.79,0.26,0.27,0.27
wine__Borderline1_GNB,wine,1,_Borderline1,GNB,PCA,NONE,NONE,0.31,0.28,0.79,0.29,0.33,0.26
wine__Borderline1_LRG,wine,1,_Borderline1,LRG,PCA,NONE,NONE,0.05,0.06,0.77,0.05,0.09,0.02
wine__Borderline1_ABC,wine,1,_Borderline1,ABC,PCA,NONE,NONE,0.25,0.28,0.81,0.26,0.27,0.27
wine__Borderline1_MLP,wine,1,_Borderline1,MLP,PCA,NONE,NONE,0.24,0.19,0.75,0.21,0.27,0.16
wine__Borderline1_QDA,wine,1,_Borderline1,QDA,PCA,NONE,NONE,0.28,0.25,0.81,0.26,0.26,0.25
wine__Borderline1_SVM,wine,1,_Borderline1,SVM,PCA,NONE,NONE,0.00,0.00,1.00,0.00,0.00,0.00
wine__Borderline1_SGD,wine,1,_Borderline1,SGD,PCA,NONE,NONE,0.08,0.28,0.72,0.12,0.00,0.00
wine__Borderline2_RF,wine,1,_Borderline2,RF,PCA,NONE,NONE,0.31,0.31,0.79,0.31,0.35,0.29
